1,9,30
207,10,33
442,11,34
656,12,36
936,12,36
1165,12,37
1499,13,38
1638,13,38
1886,13,38
2124,13,38
2443,14,40
2582,13,38
2932,13,38
3182,13,38
3461,14,41
3701,14,41
3985,14,41
4217,14,42
4324,14,40
4542,14,41
4770,14,41
5121,14,43
5238,14,42
5598,14,43
5852,14,43
6158,14,42
6264,14,40
6463,14,41
6879,15,45
7077,15,42
7200,15,44
7391,14,42
7816,15,42
8047,15,42
8295,16,44
8521,16,44
8622,15,43
8895,16,48
9063,15,44
9392,16,46
9615,15,44
9849,15,44
10042,15,40
10229,15,44
10459,15,44
10736,16,42
10042,15,40
11262,16,43
11502,17,45
11717,18,47
11918,16,47
11262,16,43
12379,16,46
11262,16,43
12851,17,46
12851,17,46
13277,18,49
13504,18,49
12851,17,46
12851,17,46
14158,18,48
14384,18,48
12851,17,46
12851,17,46
15002,18,48
15209,18,49
12851,17,46
12851,17,46
12851,17,46
12851,17,46
16141,17,47
12851,17,46
12851,17,46
12851,17,46
12851,17,46
12851,17,46
17427,18,48
12851,17,46
12851,17,46
12851,17,46
18108,17,47
18377,18,48
18573,18,48
12851,17,46
12851,17,46
12851,17,46
12851,17,46
19474,18,48
19666,18,49
12851,17,46
20028,18,48
20166,16,45
20360,17,48
20528,17,47
20704,16,46
20876,16,45
21005,16,46
21180,16,47
21400,17,48
21574,17,48
21752,18,50
21935,17,48
21897,16,48
21897,16,48
21897,16,48
21897,16,48
22771,17,48
21897,16,48
23074,17,50
23247,17,50
23448,17,48
23621,17,49
21897,16,48
21897,16,48
21897,16,48
24305,17,50
24460,17,51
21897,16,48
21897,16,48
21897,16,48
21897,16,48
21897,16,48
25497,17,48
25672,17,49
25872,17,55
26059,17,55
26160,17,50
26430,18,56
26533,17,49
26633,17,50
26789,17,51
21897,16,48
27136,16,48
24646,16,46
24646,16,46
24646,16,46
27829,16,47
28004,16,47
24646,16,46
24646,16,46
28677,17,46
24646,16,46
28873,16,47
29060,17,49
24646,16,46
29410,17,48
24646,16,46
24646,16,46
29960,16,45
30099,15,44
30403,16,48
30461,16,52
30641,17,54
30820,17,54
31000,17,54
31244,15,42
31402,16,46
31567,17,48
31871,16,46
31903,15,45
32078,15,47
32262,16,52
32439,17,53
32621,15,44
32801,15,51
32977,15,47
33225,16,49
33354,16,49
33526,15,43
33805,16,48
34012,16,50
34202,16,50
34418,17,52
34544,17,50
34686,18,52
34848,18,52
35029,18,56
35226,19,58
35404,20,61
35713,21,63
35769,19,57
35966,20,60
36171,21,61
36333,21,61
36497,21,63
36673,22,65
36845,22,66
37028,22,63
37213,23,67
37424,24,67
37590,24,66
37781,25,69
37960,25,69
38141,25,70
38327,26,73
38544,27,74
38717,27,75
38905,28,79
39089,28,77
39292,26,73
39459,26,74
39650,26,74
39832,26,71
40014,27,74
40202,28,75
40388,28,77
40579,26,73
40775,26,76
40959,27,78
41148,26,76
41335,26,77
41527,27,79
41720,27,80
41907,26,77
42103,26,76
42423,26,77
42482,26,77
42694,27,79
42879,26,76
43102,27,78
43251,28,80
43446,26,76
43691,25,75
43918,26,77
44119,26,78
44379,27,80
44586,27,80
44709,27,80
44928,28,82
45050,27,80
45327,28,82
45438,24,71
45634,24,71
45823,21,64
46036,21,66
46277,22,66
46435,22,67
46594,21,62
46804,22,65
47016,23,68
47212,23,67
47423,23,69
47550,23,69
47763,24,71
47956,22,64
48096,23,67
48319,23,66
48520,24,68
48679,23,67
49021,24,71
49093,23,69
49412,24,70
49472,24,73
49680,25,71
49856,26,73
50206,27,75
50248,27,76
50616,28,80
50667,27,82
50841,27,81
51205,28,82
51243,29,85
51480,29,85
51748,29,84
51859,29,84
52040,29,84
52214,29,84
52476,30,86
52665,25,71
52804,24,68
53028,24,73
53197,24,72
53422,24,73
53641,25,75
53893,24,74
54001,24,74
54190,25,76
54394,26,78
54660,26,78
54802,27,79
55062,25,77
55270,26,80
55386,25,78
55660,25,75
55852,25,69
56120,25,74
56204,26,76
56363,25,72
56561,25,70
56883,26,74
56958,26,73
57196,25,72
57372,26,74
57569,27,77
57819,26,75
57953,26,76
58276,27,76
58384,27,76
58542,25,73
58826,24,72
58940,24,67
59137,24,71
59380,24,68
59536,24,69
59735,25,70
59930,25,69
60266,26,72
60340,27,74
60527,28,76
60752,27,74
60918,27,74
61117,27,74
61339,28,76
61546,28,79
61840,29,78
61922,27,77
62143,27,77
62335,28,79
62512,28,78
62701,28,78
62912,27,75
63152,28,78
63346,28,79
63527,29,80
63750,30,82
63971,29,80
64094,29,81
64354,30,85
64488,30,85
64732,30,86
64879,9,30
65083,10,32
65321,11,34
65509,11,34
65743,11,35
65996,12,36
65996,12,36
66656,13,40
66779,13,39
67103,13,38
67303,13,39
67525,13,40
67707,13,37
67942,13,42
68362,14,42
68424,13,42
68665,13,43
68909,13,41
69195,14,40
69404,15,42
69745,15,43
69973,15,43
70300,14,41
70453,14,40
70762,14,40
70840,14,39
71076,14,44
71319,14,39
71551,14,39
71964,15,44
72031,15,46
72258,15,46
72518,16,49
72732,14,44
72983,15,44
73385,15,43
73457,15,45
72289,14,42
74067,15,42
74142,15,41
74451,15,45
74603,15,41
74832,15,41
75076,15,44
75296,15,44
75513,15,43
75740,15,43
75959,15,45
75959,15,45
76407,15,41
76643,16,47
76843,15,42
77154,16,46
77361,16,45
77059,15,41
77704,16,44
77915,16,44
78125,16,44
78335,16,43
78551,16,43
78836,16,46
78962,16,43
79267,16,44
77710,15,45
79582,16,48
79774,16,47
79974,16,47
80254,16,46
80372,16,43
80647,16,44
80833,16,50
80951,16,43
81224,16,45
81330,16,44
81517,16,44
81703,16,45
81913,17,48
82089,17,51
82276,17,51
82439,16,44
82619,16,44
82808,17,50
82986,17,50
83162,17,46
83334,17,46
82801,16,43
82801,16,43
82801,16,43
82801,16,43
84198,17,46
84371,17,46
84545,17,46
84545,17,46
84899,18,47
85070,18,48
84545,17,46
84545,17,46
84545,17,46
85584,17,47
85584,17,47
85584,17,47
85584,17,47
86442,18,49
86640,19,51
86640,19,51
86640,19,51
86640,19,51
86640,19,51
86640,19,51
86640,19,51
86640,19,51
87989,20,53
88153,21,56
88320,21,56
88490,21,57
86640,19,51
86640,19,51
86640,19,51
89165,20,53
89335,20,53
89506,20,54
89678,20,54
86640,19,51
90015,20,54
90184,20,53
90357,20,53
90613,20,60
90788,20,58
90893,20,60
91127,20,60
91299,21,62
91455,21,62
91570,21,62
91766,21,62
92020,20,60
92120,20,60
92333,21,62
92459,21,62
92627,19,56
92798,18,54
92977,18,55
93229,19,59
93330,19,57
93537,20,58
93684,20,58
93864,19,57
94052,20,58
94220,21,61
94428,22,63
94608,22,65
94748,22,62
94949,17,46
95216,17,46
95287,17,50
95442,17,46
95454,17,50
95454,17,50
95962,18,53
96141,18,53
95454,17,50
95454,17,50
95454,17,50
96884,18,52
97068,18,52
97289,19,57
97464,20,61
97714,20,60
97897,20,56
98007,19,55
98258,19,56
