438.05829596412553 626.7039274924472 NA NA NA NA NA NA NA NA NA NA NA
1643.98927613941 1391.0398724082934 NA NA NA NA NA NA NA NA NA NA NA
2683.0833333333335 2317.5404929577467 NA NA NA NA NA NA NA NA NA NA NA
3649.3892617449665 3316.3453887884266 NA NA NA NA NA NA NA NA NA NA NA
4628.842615012107 4329.827938671209 NA NA NA NA NA NA NA NA NA NA NA
5594.417322834645 5283.6483739837395 NA NA NA NA NA NA NA NA NA NA NA
6588.425051334702 6270.263157894737 NA NA NA NA NA NA NA NA NA NA NA
7568.303157894737 7280.232380952381 NA NA NA NA NA NA NA NA NA NA NA
8608.181008902076 8306.618401206637 NA NA NA NA NA NA NA NA NA NA NA
9591.41876430206 9240.575488454708 NA NA NA NA NA NA NA NA NA NA NA
10570.156424581006 10291.330218068535 NA NA NA NA NA NA NA NA NA NA NA
11582.842391304348 11260.425632911392 NA NA NA NA NA NA NA NA NA NA NA
12550.62471395881 12226.207815275311 NA NA NA NA NA NA NA NA NA NA NA
13580.339578454332 13183.404886561955 NA NA NA NA NA NA NA NA NA NA NA
14414.92946708464 14213.10773480663 NA NA NA NA NA NA NA NA NA NA NA
15441.868913857677 15205.914163090129 NA NA NA NA NA NA NA NA NA NA NA
16463.82549019608 16182.185714285713 NA NA NA NA NA NA NA NA NA NA NA
17487.475274725275 17218.599056603773 NA NA NA NA NA NA NA NA NA NA NA
18414.453724604966 18210.430879712745 NA NA NA NA NA NA NA NA NA NA NA
19397.17049808429 19171.267782426778 NA NA NA NA NA NA NA NA NA NA NA
20283.8432304038 20271.71329879102 NA NA NA NA NA NA NA NA NA NA NA
21217.153100775195 21305.171487603307 NA NA NA NA NA NA NA NA NA NA NA
22169.170114942528 22313.27256637168 NA NA NA NA NA NA NA NA NA NA NA
23164.490384615383 23367.313829787236 NA NA NA NA NA NA NA NA NA NA NA
24249.806074766355 24233.596153846152 NA NA NA NA NA NA NA NA NA NA NA
25162.867549668874 25275.263254113346 NA NA NA NA NA NA NA NA NA NA NA
26135.602150537634 26278.267515923566 NA NA NA NA NA NA NA NA NA NA NA
27299.71593090211 27116.1503131524 NA NA NA NA NA NA NA NA NA NA NA
28334.233560090703 28090.18425760286 NA NA NA NA NA NA NA NA NA NA NA
29369.67120181406 29035.04472271914 NA NA NA NA NA NA NA NA NA NA NA
30333.817805383023 30039.253384912958 NA NA NA NA NA NA NA NA NA NA NA
31140.536451169188 31248.31868131868 NA NA NA NA NA NA NA NA NA NA NA
32088.529411764706 32157.150559511698 NA NA NA NA NA NA NA NA NA NA NA
32821.27868852459 33229.20930232558 NA NA NA NA NA NA NA NA NA NA NA
33877.54578754579 34253.30536451169 NA NA NA NA NA NA NA NA NA NA NA
34854.504504504504 35162.50819672131 35349.44680851064 NA NA NA NA NA NA NA NA NA NA
35782.17054263566 35947.33118971061 36310.861445783135 36077.74193548387 NA NA NA NA NA NA NA NA NA
36800.16509433962 37167.558232931726 37362.52258064516 36865.53070175439 NA NA NA NA NA NA NA NA NA
37699.94685990338 38157.355172413794 38368.89811320755 37895.71729957806 NA NA NA NA NA NA NA NA NA
38666.97326203209 39117.49642857143 39336.86486486487 38885.252100840335 NA NA NA NA NA NA NA NA NA
39874.71111111111 40040.72759856631 40282.54366197183 39629.90909090909 NA NA NA NA NA NA NA NA NA
40659.692307692305 40950.83827493261 41257.755485893416 40771.68965517241 NA NA NA NA NA NA NA NA NA
41740.93421052631 41997.67448680352 42250.540145985404 41744.63090128756 NA NA NA NA NA NA NA NA NA
42648.342342342345 42925.783882783886 43164.813648293966 42743.76170212766 NA NA NA NA NA NA NA NA NA
43559.752293577985 43735.16279069767 44113.65666041276 43727.5350877193 NA NA NA NA NA NA NA NA NA
44543.64655172414 44805.92181069959 45142.27901234568 44714.91949152543 NA NA NA NA NA NA NA NA NA
45599.63285024155 45877.85779816514 46119.17971014493 45689.8354978355 NA NA NA NA NA NA NA NA NA
46569.7 46871.38604651163 47083.653846153844 46739.23868312757 NA NA NA NA NA NA NA NA NA
47520.66820276498 47661.33884297521 48052.05863192183 47924.4798206278 48043.833333333336 NA NA NA NA NA NA NA NA
48527.84892086331 48710.604240282686 48995.66023166023 48627.55223880597 49004.09322033898 NA NA NA NA NA NA NA NA
NA 49466.510791366905 50007.84482758621 49692.68965517241 49932.59 NA NA NA NA NA NA NA NA
NA 50653.211618257264 50964.86319218241 50386.01315789474 50897.0 NA NA NA NA NA NA NA NA
NA NA 51952.67616580311 51416.32323232323 51735.95899053628 NA NA NA NA NA NA NA NA
NA NA 52941.75710594315 52418.370242214536 52726.47530864197 NA NA NA NA NA NA NA NA
NA NA 53926.42592592593 53393.715254237286 53714.70121951219 NA NA NA NA NA NA NA NA
NA NA 54881.94736842105 54366.55067567567 54699.49401197605 55109.793103448275 NA NA NA NA NA NA NA
NA NA 55910.78827361563 55344.1953125 55624.86941580756 55851.8231292517 NA NA NA NA NA NA NA
NA NA 56656.6690647482 56295.181818181816 56552.33828996283 57092.89189189189 NA NA NA NA NA NA NA
NA NA 57605.066666666666 NA 57362.89820359281 58039.85046728972 NA NA NA NA NA NA NA
NA NA 58576.47813411079 NA 58346.184290030214 59006.78769230769 NA NA NA NA NA NA NA
NA NA 59545.01436781609 NA 59336.39263803681 59988.79692307692 NA NA NA NA NA NA NA
NA NA 60506.41498559078 NA 60308.48148148148 60976.759878419456 NA NA NA NA NA NA NA
NA NA 61793.77809798271 NA 61292.805642633226 61617.931137724554 NA NA NA NA NA NA NA
NA NA 62532.9649122807 NA 62277.940625 62931.30088495575 NA NA NA NA NA NA NA
NA NA 63831.4 NA 63254.78816199377 63582.4778761062 NA NA NA NA NA NA NA
NA NA 64798.69696969697 NA 64259.65 64573.60113960114 NA NA NA NA NA NA NA
NA NA 65452.204081632655 NA 65247.51735015773 65861.06158357771 NA NA NA NA NA NA NA
NA NA 66731.54517133956 NA 66217.81730769231 66539.82288828338 NA NA NA NA NA NA NA
NA NA 67369.66253869969 NA 67198.67834394904 67854.5635359116 NA NA NA NA NA NA NA
NA NA 68721.38872403561 NA 68170.34796238244 68525.49127906977 NA NA NA NA NA NA NA
NA NA 69686.07076923076 NA 69494.00611620795 69220.33333333333 NA NA NA NA NA NA NA
NA NA 70703.75347222222 NA 70134.20186335404 70527.01025641026 NA NA NA NA NA NA NA
NA NA 71677.64406779662 NA 71104.03095975232 71494.89295774647 71724.92857142857 NA NA NA NA NA NA
NA NA 72210.91162790697 NA 72075.65480427047 72777.2074074074 72574.05957446809 NA NA NA NA NA NA
NA NA 73012.42060085837 NA 73262.96992481203 73549.88518518518 73779.45021645022 NA NA NA NA NA NA
NA NA 74046.64312267659 NA 74230.84435797666 74498.4641509434 74795.64423076923 NA NA NA NA NA NA
NA NA 75027.54109589041 NA 75184.78733031674 75698.6804979253 75496.56074766355 75380.12903225806 NA NA NA NA NA
NA NA 76181.72392638036 NA 76320.05339805825 NA 76704.87450980392 76161.50704225352 NA NA NA NA NA
NA NA 77379.70731707317 NA 77070.15492957746 NA 77701.12213740459 77015.26359832636 NA NA NA NA NA
