669 331 0 0 0 0 0 0 0 0 0 0 0
373 627 0 0 0 0 0 0 0 0 0 0 0
432 568 0 0 0 0 0 0 0 0 0 0 0
447 553 0 0 0 0 0 0 0 0 0 0 0
413 587 0 0 0 0 0 0 0 0 0 0 0
508 492 0 0 0 0 0 0 0 0 0 0 0
487 513 0 0 0 0 0 0 0 0 0 0 0
475 525 0 0 0 0 0 0 0 0 0 0 0
337 663 0 0 0 0 0 0 0 0 0 0 0
437 563 0 0 0 0 0 0 0 0 0 0 0
358 642 0 0 0 0 0 0 0 0 0 0 0
368 632 0 0 0 0 0 0 0 0 0 0 0
437 563 0 0 0 0 0 0 0 0 0 0 0
427 573 0 0 0 0 0 0 0 0 0 0 0
638 362 0 0 0 0 0 0 0 0 0 0 0
534 466 0 0 0 0 0 0 0 0 0 0 0
510 490 0 0 0 0 0 0 0 0 0 0 0
364 636 0 0 0 0 0 0 0 0 0 0 0
443 557 0 0 0 0 0 0 0 0 0 0 0
522 478 0 0 0 0 0 0 0 0 0 0 0
421 579 0 0 0 0 0 0 0 0 0 0 0
516 484 0 0 0 0 0 0 0 0 0 0 0
435 565 0 0 0 0 0 0 0 0 0 0 0
624 376 0 0 0 0 0 0 0 0 0 0 0
428 572 0 0 0 0 0 0 0 0 0 0 0
453 547 0 0 0 0 0 0 0 0 0 0 0
372 628 0 0 0 0 0 0 0 0 0 0 0
521 479 0 0 0 0 0 0 0 0 0 0 0
441 559 0 0 0 0 0 0 0 0 0 0 0
441 559 0 0 0 0 0 0 0 0 0 0 0
483 517 0 0 0 0 0 0 0 0 0 0 0
727 273 0 0 0 0 0 0 0 0 0 0 0
17 983 0 0 0 0 0 0 0 0 0 0 0
183 817 0 0 0 0 0 0 0 0 0 0 0
273 727 0 0 0 0 0 0 0 0 0 0 0
333 244 423 0 0 0 0 0 0 0 0 0 0
129 311 498 62 0 0 0 0 0 0 0 0 0
212 249 310 228 0 0 0 0 0 0 0 0 0
207 290 265 237 0 0 0 0 0 0 0 0 0
187 280 296 238 0 0 0 0 0 0 0 0 0
135 279 355 231 0 0 0 0 0 0 0 0 0
78 371 319 232 0 0 0 0 0 0 0 0 0
152 341 274 233 0 0 0 0 0 0 0 0 0
111 273 381 235 0 0 0 0 0 0 0 0 0
109 129 533 228 0 0 0 0 0 0 0 0 0
116 243 405 236 0 0 0 0 0 0 0 0 0
207 218 345 231 0 0 0 0 0 0 0 0 0
230 215 312 243 0 0 0 0 0 0 0 0 0
217 242 307 223 12 0 0 0 0 0 0 0 0
139 283 259 201 118 0 0 0 0 0 0 0 0
0 278 290 232 200 0 0 0 0 0 0 0 0
