1,9,30
202,10,33
416,11,34
700,12,35
938,12,37
1134,12,37
1363,12,36
1632,13,38
1736,13,41
1953,14,43
2196,15,44
1953,14,43
2405,14,44
2405,14,44
2951,14,45
3407,14,40
3632,14,40
3885,15,43
4115,15,43
4428,15,47
4428,15,47
4428,15,47
4428,15,47
4428,15,47
5416,15,47
5416,15,47
5416,15,47
5416,15,47
5416,15,47
6748,15,42
5416,15,47
7196,15,44
7506,16,44
6748,15,42
6748,15,42
8207,16,44
6748,15,42
6748,15,42
8918,16,44
9174,16,50
9450,16,46
9683,16,46
6748,15,42
10144,16,45
10241,15,42
10477,15,42
10740,16,45
11042,17,51
11266,18,53
10785,16,49
11706,17,51
11796,16,46
10785,16,49
12298,16,43
12611,17,48
10785,16,49
13048,17,46
13124,16,48
13382,17,45
13560,17,50
13820,16,45
14031,16,45
14214,16,45
10785,16,49
14632,16,43
14917,17,52
15113,17,52
15316,17,52
15530,17,47
15730,17,47
10785,16,49
16124,17,48
16310,17,52
16425,16,44
16680,17,48
16838,17,48
17027,18,50
17233,18,51
17487,18,51
17693,17,47
17844,18,50
18036,17,47
18281,17,47
18410,17,47
18604,17,47
18776,18,50
18977,19,51
19155,17,47
19298,18,49
19503,18,50
19714,19,51
19828,19,52
20072,20,53
20222,21,56
20380,22,58
20585,17,49
20745,18,50
20921,18,49
21091,19,50
21261,19,52
21446,19,50
21562,18,48
21779,18,49
21911,18,50
22145,18,50
22253,19,52
22370,16,46
22550,16,48
22681,15,43
22866,16,46
18874,15,43
23208,16,50
23208,16,50
23561,17,52
23722,16,45
23886,16,48
23731,16,50
24206,17,52
24361,17,52
23731,16,50
24730,17,51
24864,17,51
25041,17,52
25231,18,52
25472,18,53
25574,18,53
25726,18,51
25875,18,53
26112,18,54
26262,19,55
26414,19,57
26571,20,59
26771,21,62
26945,20,59
27101,20,57
27305,21,60
27453,20,58
27680,21,61
27892,22,63
27979,22,63
28210,22,63
28324,22,62
28504,23,65
28690,23,67
28852,24,68
29042,25,71
29228,26,72
29440,26,72
29589,26,73
